虚空之女,熔岩巨兽,法外狂徒,机械公敌,牛头酋长,未来守护者,含羞蓓蕾,影流之主,逆羽,天启者,53825,62860,失败
虚空之女,山隐之焰,皮城执法官,圣枪游侠,牛头酋长,迷失之牙,翠神,暮光星灵,暗夜猎手,熔铁少女,37072,49616,失败
虚空之女,圣锤之毅,法外狂徒,发条魔灵,熔铁少女,迷失之牙,狂野女猎手,卡牌大师,深渊巨口,仙灵女巫,47213,36986,胜利
虚空之女,无双剑姬,狂野女猎手,虚空行者,牛头酋长,暗裔剑魔,法外狂徒,暗黑元首,深渊巨口,酒桶,68465,61880,胜利
虚空之女,圣锤之毅,含羞蓓蕾,疾风剑豪,远古恐惧,海洋之灾,死亡颂唱者,卡牌大师,逆羽,曙光女神,37432,45854,失败
虚空之女,无双剑姬,翠神,不详之刃,星簌歌姬,魔蛇之拥,狂战士,机械先驱,麦林炮手,扭曲树精,44528,57125,失败
虚空之女,荒漠屠夫,狂野女猎手,皎月女神,魂锁典狱长,未来守护者,德邦总管,诡术妖姬,赏金猎人,曙光女神,37098,25293,胜利
虚空之女,迷失之牙,含羞蓓蕾,疾风剑豪,深海泰坦,酒桶,岩雀,腕豪,麦林炮手,幻翎,26866,34069,失败
虚空之女,荒漠屠夫,圣锤之毅,冰晶凤凰,魂锁典狱长,迷失之牙,含羞蓓蕾,正义巨像,暴走萝莉,酒桶,29898,34017,失败
虚空之女,扭曲树精,法外狂徒,暮光星灵,正义巨像,解脱者,战争之影,影流之主,暴走萝莉,仙灵女巫,49798,36029,胜利
虚空之女,离群之刺,虚空遁地兽,暮光星灵,牛头酋长,荒漠屠夫,远古恐惧,解脱者,麦林炮手,酒桶,52847,58964,失败
虚空之女,诺克萨斯之手,含羞蓓蕾,血港鬼影,牛头酋长,迷失之牙,死亡颂唱者,永恒梦魇,逆羽,熔铁少女,97156,80976,胜利
虚空之女,青钢影,德邦总管,不详之刃,牛头酋长,迷失之牙,战争之影,解脱者,麦林炮手,深海泰坦,38850,51723,失败
虚空之女,武器大师,狂野女猎手,元素女皇,牛头酋长,离群之刺,战争之影,卡牌大师,麦林炮手,星界游神,31393,26164,胜利
虚空之女,无双剑姬,蜘蛛女皇,圣枪游侠,牛头酋长,诺克萨斯之手,皮城执法官,冰晶凤凰,麦林炮手,蒸汽机器人,44137,39182,胜利
虚空之女,未来守护者,兽灵行者,不详之刃,魂锁典狱长,放逐之刃,盲僧,时间刺客,麦林炮手,熔铁少女,53689,61496,失败
虚空之女,不屈之枪,狂野女猎手,正义巨像,牛头酋长,迷失之牙,德邦总管,诡术妖姬,残月之肃,堕落天使,50039,38969,胜利
虚空之女,破败之王,德邦总管,解脱者,时光守护者,迷失之牙,战争之影,符文法师,麦林炮手,熔铁少女,27705,36344,失败
虚空之女,荒漠屠夫,狂野女猎手,不详之刃,魂锁典狱长,永恒梦魇,兽灵行者,发条魔灵,圣枪游侠,深海泰坦,63414,55185,胜利
虚空之女,解脱者,兽灵行者,正义巨像,酒桶,永恒梦魇,法外狂徒,暮光星灵,麦林炮手,牛头酋长,38383,49785,失败
虚空之女,圣枪游侠,狂野女猎手,未来守护者,酒桶,无畏战车,影流之镰,离群之刺,复仇之矛,熔铁少女,46268,34036,胜利
虚空之女,永恒梦魇,德邦总管,元素女皇,星界游神,机械公敌,虚空遁地兽,沙漠皇帝,麦林炮手,腕豪,48396,38473,胜利
虚空之女,暗裔剑魔,恶魔小丑,暮光星灵,牛头酋长,未来守护者,狂战士,发条魔灵,暴走萝莉,正义巨像,54024,44605,胜利
虚空之女,迷失之牙,虚空遁地兽,正义巨像,岩雀,齐天大圣,德邦总管,英勇投弹手,暴走萝莉,魂锁典狱长,29676,39860,失败
虚空之女,扭曲树精,破败之王,诡术妖姬,魂锁典狱长,德玛西亚之翼,狂野女猎手,离群之刺,探险家,牛头酋长,33217,24291,胜利
虚空之女,破败之王,战争之影,发条魔灵,堕落天使,圣锤之毅,虚空掠夺者,卡牌大师,寒冰射手,远古恐惧,44908,56209,失败
虚空之女,青钢影,恶魔小丑,元素女皇,牛头酋长,无双剑姬,兽灵行者,时光守护者,戏命师,熔铁少女,58691,48524,胜利
虚空之女,酒桶,死亡颂唱者,圣枪游侠,腕豪,迷失之牙,兽灵行者,卡牌大师,惩戒之箭,魂锁典狱长,50856,38870,胜利
虚空之女,熔岩巨兽,影流之镰,冰晶凤凰,幻翎,未来守护者,蜘蛛女皇,卡牌大师,皮城女警,堕落天使,50119,40579,胜利
虚空之女,扭曲树精,法外狂徒,正义巨像,魂锁典狱长,荒漠屠夫,狂野女猎手,黑暗之女,暴走萝莉,仙灵女巫,53677,36127,胜利
